cell_type1	cell_type2	n_intersect	n_genes1	intersect_list
Nervous*	Lung	62	369	ADAR,ALG1L,BCL2L2-PABPN1,BRAT1,C14orf80,C1orf27,C21orf2,C7orf26,DPH1,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3A,HIST2H3C,HMBS,HSD17B12,IBA57,ILK,ITGB5,JUN,KCTD10,KDSR,LCE1E,LDB1,MDM2,MEMO1,MYCN,NDUFC2-KCTD14,NPIPA5,NR2C2AP,NXT1,PLGLB2,POLR2A,POLR2J,POT1,POTEM,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,SNRPB2,SOX9,STAG2,TBC1D3C,TBC1D3F,TBC1D3H,TERF2,THAP12,TMA7,TOE1,TRIM37,TSC2,UBIAD1,VCY
Nervous*	Lung*	122	369	ADAR,ALG1L,AMY1B,ATP5I,ATP5O,AUP1,BCL2L2-PABPN1,BRAP,BRAT1,BSG,C14orf80,C17orf100,C1orf27,C21orf2,C7orf26,CDK11A,CDS2,CNOT9,COQ3,CPOX,DCAF1,DDX1,DEFB4A,DLG5,DOLK,DPH1,EGFR,EIF3CL,ELMO2,FAM86B1,FANCI,FBXO42,FERMT2,GID8,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3C,HIST2H3D,HMBS,HSD17B12,IBA57,ICE2,ILK,ITGAV,ITGB5,JUN,KCTD10,KDSR,KRTAP5-10,LCE1E,LDB1,LIMS4,MDM2,MEMO1,MIOS,MRM3,MRPL13,MRPS2,MTFMT,MYCN,NDUFAF3,NDUFC2-KCTD14,NHLRC4,NPIPA5,NR2C2AP,NUP58,NXT1,PLGLB2,POLR2A,POLR2J,POT1,POTEM,POU2AF1,PPM1D,PRAMEF5,PRAMEF6,PRR12,RAB11FIP3,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,SNAP23,SNRPB2,SOX2,SOX9,SSBP2,STAG2,TADA1,TBC1D10B,TBC1D3C,TBC1D3F,TBC1D3H,TDP2,TERF2,TEX37,TFAP2C,THAP12,TM2D1,TMA7,TNPO1,TOE1,TRIM37,TSC2,TUBA1C,TWNK,TYMS,UBA5,UBE2H,UBIAD1,VCY,WDR73,WWTR1,ZBTB3
Nervous*	Lung-Glandular	101	369	ADAR,ALG1L,AMY1B,ATP5I,ATP5O,AUP1,BCL2L2-PABPN1,BRAP,BSG,C14orf80,C17orf100,CDK11A,CDS2,CNOT9,COQ3,CPOX,DCAF1,DDX1,DEFB4A,DLG5,DOLK,DPH1,EGFR,EIF3CL,ELMO2,FAM86B1,FANCI,FBXO42,FERMT2,GID8,GPI,GPX4,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,HMBS,HSD17B12,ICE2,ILK,ITGAV,LCE1E,LIMS4,MEMO1,MIOS,MRM3,MRPL13,MRPS2,MTFMT,NDUFAF3,NDUFC2-KCTD14,NHLRC4,NPIPA5,NR2C2AP,NUP58,PLGLB2,POLR2A,POLR2J,POTEM,POU2AF1,PPM1D,PRAMEF6,PRR12,RAB11FIP3,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SNAP23,SNRPB2,SOX2,SOX9,SSBP2,TADA1,TBC1D10B,TBC1D3C,TBC1D3F,TBC1D3H,TDP2,TERF2,TEX37,TFAP2C,THAP12,TM2D1,TMA7,TNPO1,TOE1,TRIM37,TUBA1C,TWNK,TYMS,UBA5,UBE2H,UBIAD1,VCY,WDR73,ZBTB3
Nervous*	Lung-Squamous	27	369	ADAR,ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,HIST2H2BE,HIST2H3A,KRTAP5-10,LCE1E,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,PRAMEF5,PRAMEF6,RGPD6,RPL13A,RPL21,RPSA,SCAP,SMN2,TBC1D3C,TBC1D3F,TBC1D3H,TYMS,WWTR1
Nervous*	Lymphoid	68	369	ALG1L,ATP5I,ATP5O,BCL2L2-PABPN1,CARS2,CCND2,CCND3,CDK6,CDS2,CENPX,CPOX,DCAF1,DOLK,DOT1L,DRAP1,EIF3CL,FAM86B1,FLCN,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,HMBS,IGLON5,IRS2,KDSR,KRTAP5-10,LCE1E,MEMO1,MRPS2,MRPS26,MTFMT,MUC20,NDUFAF3,NDUFC2-KCTD14,NPIPA5,NRAS,NXT1,PLGLB2,POLR2A,POLR2J,POU2AF1,PRAMEF5,PRAMEF6,RGPD6,RIF1,RPL13A,RPL21,RPP25L,RPSA,SCAP,SEPHS2,SERF2,SHMT2,SUZ12,TBC1D3C,TBC1D3F,TBC1D3H,TERF2,THAP12,TMA7,TMX2,TOE1,TYMS,UBE2G2,ZNF598
Nervous*	Myeloid	75	369	ALG1L,ATP5I,BCL2L2-PABPN1,C16orf72,C7orf26,CARS2,CCND2,CCND3,CDK6,CDS2,CHTF18,DCAF1,DOLK,DRAP1,DSCC1,EIF3CL,FAM86B1,FANCI,FBXO42,FBXW11,GPI,GPX4,HEXIM1,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3C,HIST2H3D,HSD17B12,IBA57,ISCA1,LCE1E,LDB1,MDM4,MRPS2,MRPS26,NDUFA3,NDUFAF3,NDUFC2-KCTD14,NPIPA5,NR2C2AP,NRAS,NUP58,PLGLB2,POLR2A,POLR2J,PPM1D,PRAMEF6,RGPD6,RIF1,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SHMT2,SOX2,SPTLC2,STAG2,TBC1D3C,TBC1D3F,TBC1D3H,TERF2,THAP12,THAP7,TMX2,TNPO1,TOE1,TRIM28,TWNK,TYMS,UBA5,VCX2,WAPL
Nervous*	Nervous	274	369	ACBD6,ADAMTS10,ADAR,AGAP2,ALG1L,AMY1B,ANKRD49,ASB6,ASCL1,ATP5I,ATP5O,ATXN10,AUP1,B4GALNT3,BCL2L2-PABPN1,BICDL1,BPNT1,BRAP,BRAT1,BSG,C11orf57,C12orf43,C14orf80,C16orf72,C17orf100,C1orf27,C7orf26,C8orf33,CALU,CARD10,CARS2,CCDC151,CCND2,CCND3,CD151,CDC25B,CDK11A,CDK5RAP1,CDK6,CDS2,CENPF,CENPP,CEP128,CHTF18,CKAP4,CLDN23,CNOT9,COQ3,CPM,CYP27B1,DALRD3,DCAF1,DDX1,DEFB4A,DET1,DOLK,DOT1L,DPH1,DRAP1,DSCC1,DUSP12,EEF1AKMT3,EGFR,EIF3CL,EML3,ENO2,EPN3,ERCC1,ERCC6L,EVA1A,FAM104A,FAM20C,FAM86B1,FANCI,FASN,FASTK,FBXL6,FBXO42,FBXW11,FDFT1,FERMT2,FLCN,FLII,FLNB,GATA3,GCN1,GOLGA6A,GPAT4,GPI,GPR20,GPSM1,GPX4,GTSE1,HEXIM1,HEY1,HIST1H2AJ,HIST2H2AB,HIST2H2BE,HIST2H3A,HIST2H3C,HIST2H3D,HMBS,HSD17B12,IBA57,ICE2,ILK,IRS2,ISCA1,ISL1,ITGAV,ITGB5,JUN,KCNS3,KCTD10,KDSR,KIF18B,KRTAP5-10,KRTAP9-2,LCE1E,LDB1,LIMS4,LIN7C,LMNA,LMNB1,LRRN1,LSS,MAP2K7,MATR3,MDM2,MIOS,MMP25,MRM3,MRPL13,MRPS2,MRPS26,MTFMT,MUS81,MYCN,NAPRT,NDUFA3,NDUFA6,NDUFAF3,NDUFC2-KCTD14,NDUFS2,NGLY1,NHLRC4,NPIPA5,NRAS,NUP188,NUP58,NXT1,OBSCN-AS1,OLIG2,OR2G2,OR5AU1,OS9,OXLD1,PDCD6IP,PDGFRA,PFKL,PHGR1,PI4KB,PLGLB2,PNPLA8,POLG,POLR2A,POLR2J,POR,POT1,POTEM,POU2AF1,PPM1D,PPM1J,PRAMEF5,PRAMEF6,PRKAR1B,PRR12,PSRC1,PTPN9,PTPRZ1,QRICH1,R3HDM2,RAB1A,RAPGEF1,RGPD2,RGPD6,RIF1,RPL13A,RPL21,RPP25L,RPS17,RPSA,S1PR3,SACS,SAR1A,SCAP,SDHAF1,SEPHS2,SHD,SHMT2,SIGLEC1,SIKE1,SLAIN2,SLC19A2,SLC39A13,SLC47A2,SLC6A18,SLFNL1,SMAD4,SMAD9,SMG9,SMN2,SNRPB2,SOCS3,SOST,SOX10,SOX2,SOX6,SOX9,SPTLC2,SQLE,SREK1,SSBP4,STAG2,SURF1,TADA1,TAF3,TAF9,TBC1D3C,TBC1D3F,TBC1D3H,TCTE3,TDP2,TERF2,TEX37,TFAP2C,THAP12,THAP7,TLCD1,TM2D2,TMA7,TMED7,TMEM184B,TMEM238,TMEM52,TMX2,TOE1,TPD52L2,TRIM28,TRIM37,TRIP13,TSPAN33,TSPAN4,TTYH3,TUBA1C,TULP4,TWNK,TYMS,UBA5,UBE2G2,UBE2S,UBIAD1,VCX,VCX2,VCY,VEGFA,VRK1,WAPL,WDR73,WWTR1,XYLT2,ZBTB3,ZNF34,ZNF598
Nervous*	Nervous*	369	369	ACBD6,ACOX3,ADAMTS10,ADAR,ADGRG5,AGAP2,ALX4,AMY1B,ARMS2,ARPC2,ASB6,ATXN10,AUP1,B4GALNT3,BICDL1,BPNT1,BRAP,BRAT1,BSG,C12orf43,C17orf100,C1orf27,C21orf2,C3orf38,C8orf33,CACNB4,CALU,CAMLG,CARD10,CARS2,CCDC144A,CCDC151,CCND2,CCND3,CD151,CD164,CDCA2,CDH2,CDK5RAP1,CDKN2AIPNL,CENPF,CENPO,CENPX,CEP128,CHTF18,CKAP4,CLDN23,CNOT9,COG5,COQ3,CPOX,DALRD3,DCAF1,DDX1,DEXI,DLG5,DNTTIP1,DOCK7,DOK7,DOT1L,DPH1,DRAP1,DUSP12,EEF1AKMT2,EGFR,EHD1,ELMO2,EML3,EP400NL,EPN3,ERCC1,EVA1A,FAM104A,FAM20C,FAM229B,FAM49A,FANCF,FANCI,FASTK,FBXL6,FBXO32,FBXO42,FDFT1,FLCN,FLII,FLNB,GATA3,GID8,GOLGA6A,GP1BB,GPAT4,GPI,GPR20,GPSM1,GTSE1,GUSB,HEXIM1,HEY1,HIST2H2AB,HIST2H2BE,HMBS,HMOX2,HOMEZ,HSD17B12,IBA57,IGHMBP2,IGLON5,IGSF3,INTS13,ISCA1,ISL1,ITGA7,ITGAV,ITGB1,ITGB5,KCNS3,KCTD10,KNDC1,KRT74,KRTAP9-2,LIMS4,LIN7C,LMNA,LRRN1,MAP2K7,MATR3,MDM4,MEMO1,MEX3A,MIOS,MMP25,MON1A,MRM3,MRPS2,MRPS26,MSI1,MTFMT,MUC20,MUS81,NAPRT,NCF1,NDUFA3,NDUFA6,NEFH,NGLY1,NHLRC4,NOX4,NR2C2AP,NRAS,NUP188,NUP58,OBSCN-AS1,OR2G2,OR5AU1,OS9,OTOL1,OTUD4,OXLD1,P2RY2,PARVB,PDCD6IP,PDGFRA,PFKL,PIEZO1,PLEKHG2,PLOD1,PLPPR3,PLXNB1,PNPLA8,POLE4,POLG,POR,POT1,POU2AF1,PPM1G,PPM1J,PPP1R16A,PRKAR1B,PRR12,PSRC1,PTK2,PTPN9,PTPRZ1,QRICH1,R3HDM2,RAB11FIP3,RAB1A,RAPGEF1,RBM34,REXO1,RIF1,RNF145,RNF25,S1PR3,SAR1A,SDHAF1,SERF2,SGK3,SHARPIN,SHD,SHMT2,SIGLEC1,SIKE1,SLAIN2,SLC19A2,SLC47A2,SLC6A18,SLFNL1,SMAD4,SMAD9,SMG9,SMN2,SNAP23,SOST,SOX10,SOX6,SPRY4,SPTLC2,SREK1,SSBP2,SSBP4,STAG2,SUPT3H,SURF1,SUZ12,TADA1,TBC1D10B,TCTE3,TDP2,TEKT4,TEX37,TFAP2C,THAP12,THAP7,TLCD1,TM2D1,TM2D2,TMEM184B,TMEM238,TMEM52,TMX2,TNPO1,TPD52L2,TRAPPC13,TRAPPC9,TSC2,TSPAN33,TSPAN4,TTYH3,TUBA1C,TULP4,TWNK,UBE2G2,UBE2S,UBE2T,UPK3BL1,VCX,VEGFA,WAPL,WDR26,XYLT2,ZBTB3,ZNF236,ZNF277,ZNF34,ZNF598,ANKRD49,ATP5I,ATP5O,C11orf57,CBX4,CDC25B,CDS2,CPM,CYP27B1,DEFB4A,DET1,DSCC1,EEF1AKMT3,ENO2,ERCC6L,FERMT2,GCN1,ICE2,KDSR,KIF18B,KIF2C,KRTAP5-10,LDB1,LMNB1,OLIG2,PHGR1,SLC39A13,SOCS3,SOX2,TAF3,TRIM28,TRIP13,UBA5,UBE2H,WDR73,ASCL1,C14orf80,C7orf26,CDK11A,CENPP,HIST2H3C,IRS2,JUN,MRPL13,PI4KB,PPM1D,RPP25L,SACS,SOX9,SQLE,TAF9,TOE1,TRIM37,UBIAD1,VCY,C16orf72,DOLK,HIST2H3D,NDUFAF3,NDUFS2,PRAMEF5,RGPD2,RPL13A,SNRPB2,TYMS,VCX2,FBXW11,ILK,LSS,POTEM,RPS17,SCAP,FASN,SEPHS2,TERF2,HIST2H3A,MDM2,MYCN,TMA7,TMED7,VRK1,HIST1H2AJ,NDUFC2-KCTD14,NXT1,WWTR1,CDK6,EIF3CL,PRAMEF6,ALG1L,PLGLB2,TBC1D3F,TBC1D3H,GPX4,RPSA,LCE1E,RPL21,NPIPA5,BCL2L2-PABPN1,FAM86B1,RGPD6,POLR2J,TBC1D3C,POLR2A
Nervous*	Nervous-Glandular	20	369	ALG1L,ASCL1,BCL2L2-PABPN1,CDK6,FAM49A,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,MYCN,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous*	Nervous-StemCell	127	369	ACOX3,ADGRG5,ALX4,ARMS2,ARPC2,ATP5O,C11orf57,C14orf80,C16orf72,C21orf2,C3orf38,C7orf26,CACNB4,CAMLG,CBX4,CCDC144A,CD164,CDC25B,CDCA2,CDH2,CDK11A,CDK6,CDKN2AIPNL,CENPO,CENPP,CENPX,COG5,CPOX,DEXI,DLG5,DNTTIP1,DOCK7,DOK7,DOLK,EEF1AKMT2,EHD1,ELMO2,EP400NL,ERCC6L,FAM229B,FANCF,FASN,FBXO32,FBXW11,GID8,GP1BB,GUSB,HMOX2,HOMEZ,IGHMBP2,IGLON5,IGSF3,ILK,INTS13,IRS2,ITGA7,ITGB1,KIF18B,KIF2C,KNDC1,KRT74,LSS,MDM2,MDM4,MEMO1,MEX3A,MON1A,MSI1,MUC20,NCF1,NDUFAF3,NDUFS2,NEFH,NOX4,NR2C2AP,OTOL1,OTUD4,P2RY2,PARVB,PI4KB,PIEZO1,PLEKHG2,PLOD1,PLPPR3,PLXNB1,POLE4,PPM1D,PPM1G,PPP1R16A,PTK2,RAB11FIP3,RBM34,REXO1,RNF145,RNF25,RPSA,SACS,SERF2,SGK3,SHARPIN,SLC39A13,SNAP23,SOX2,SPRY4,SQLE,SSBP2,SUPT3H,SUZ12,TAF3,TAF9,TBC1D10B,TEKT4,TERF2,TM2D1,TNPO1,TRAPPC13,TRAPPC9,TRIP13,TSC2,UBE2H,UBE2T,UPK3BL1,WDR26,WDR73,WWTR1,ZNF236,ZNF277
Nervous*	Oral	33	369	ADAR,ALG1L,BCL2L2-PABPN1,CDK11A,EGFR,EIF3CL,FAM86B1,HIST2H3C,HIST2H3D,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,PRAMEF6,RGPD6,RPL13A,RPL21,RPSA,SAR1A,SCAP,SNAP23,SOX2,TBC1D3C,TBC1D3F,TRIM37,TYMS,UBIAD1,VRK1,WDR73,WWTR1
Nervous*	Oral*	43	369	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,CDK11A,EGFR,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3C,HIST2H3D,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPP25L,RPSA,SAR1A,SCAP,SNAP23,SNRPB2,SOX2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TYMS,UBIAD1,VRK1,WDR73,WWTR1
Nervous*	Oral-Glandular	7	369	FAM86B1,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21
Nervous*	Oral-Squamous	35	369	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,EGFR,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3D,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPP25L,RPSA,SCAP,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TYMS,WDR73
Nervous*	Ovary	46	369	ADAR,ALG1L,BCL2L2-PABPN1,CARS2,CDS2,EIF3CL,FAM86B1,FERMT2,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3C,ISCA1,LCE1E,LDB1,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLG,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPP25L,RPS17,RPSA,SCAP,SEPHS2,SMN2,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TUBA1C,TYMS,UBA5,UBIAD1,VCX2,VCY
Nervous*	Ovary-Glandular	32	369	ALG1L,AMY1B,BCL2L2-PABPN1,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3A,HIST2H3D,LCE1E,LDB1,NPIPA5,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD6,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,TBC1D3C,TBC1D3F,TBC1D3H,TOE1,TRIM37,UBIAD1,VRK1
Nervous*	Pancreas	23	369	ALG1L,ATP5I,BCL2L2-PABPN1,EIF3CL,FAM86B1,ITGAV,LCE1E,NPIPA5,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SNRPB2,TBC1D3C,TBC1D3H,TYMS,UBIAD1
Nervous*	Pancreas-Glandular	52	369	ALG1L,ATXN10,BCL2L2-PABPN1,C14orf80,CPOX,DCAF1,DOLK,DPH1,EGFR,EIF3CL,FAM86B1,FASN,FLII,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,IBA57,ILK,LCE1E,MTFMT,NDUFC2-KCTD14,NPIPA5,NR2C2AP,NXT1,PHGR1,PLGLB2,POLG,POLR2A,POLR2J,PRAMEF6,RGPD6,RIF1,RPL13A,RPL21,RPSA,SCAP,SNAP23,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TERF2,TMED7,TOE1,TRIM28,TUBA1C,TWNK,TYMS,VRK1,WDR73
Nervous*	Prostate	21	369	ATP5I,BCL2L2-PABPN1,DOLK,FAM86B1,GPX4,HIST1H2AJ,KRTAP9-2,LCE1E,MEMO1,NPIPA5,PLGLB2,POLR2A,PRAMEF6,PTPRZ1,RGPD6,RPL13A,RPL21,TBC1D3F,TBC1D3H,UBE2H,VRK1
Nervous*	Skin	0	369	
Nervous*	Skin*	28	369	ALG1L,BCL2L2-PABPN1,CARS2,DOLK,EIF3CL,FAM86B1,FERMT2,HIST2H3A,HIST2H3C,HIST2H3D,NPIPA5,NRAS,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SOX10,TBC1D3C,TBC1D3H,TMED7,TYMS,UBIAD1,WDR73
Nervous*	Skin-Epithelium	27	369	ALG1L,BCL2L2-PABPN1,CARS2,DOLK,EIF3CL,FAM86B1,FERMT2,HIST2H3A,HIST2H3C,HIST2H3D,NPIPA5,NRAS,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SOX10,TBC1D3C,TBC1D3H,TMED7,UBIAD1,WDR73
Nervous*	Skin-Squamous	1	369	TYMS
Nervous*	Squamous*	49	369	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,CDK6,DOT1L,EGFR,EIF3CL,FAM86B1,GOLGA6A,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,KCTD10,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF5,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPP25L,RPSA,SCAP,SMN2,SNRPB2,SOX2,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TUBA1C,TYMS,VCY,WDR73,WWTR1
Nervous*	StemCell*	129	369	ACOX3,ADGRG5,ALX4,ARMS2,ARPC2,ATP5O,C11orf57,C14orf80,C16orf72,C21orf2,C3orf38,C7orf26,CACNB4,CAMLG,CBX4,CCDC144A,CD164,CDC25B,CDCA2,CDH2,CDK11A,CDK6,CDKN2AIPNL,CENPO,CENPP,CENPX,COG5,CPOX,DEXI,DLG5,DNTTIP1,DOCK7,DOK7,DOLK,EEF1AKMT2,EHD1,ELMO2,EP400NL,ERCC6L,FAM229B,FANCF,FASN,FBXO32,FBXW11,FDFT1,GID8,GP1BB,GUSB,HMOX2,HOMEZ,IGHMBP2,IGLON5,IGSF3,ILK,INTS13,IRS2,ITGA7,ITGB1,KIF18B,KIF2C,KNDC1,KRT74,LSS,MDM2,MDM4,MEMO1,MEX3A,MON1A,MSI1,MUC20,NCF1,NDUFAF3,NDUFS2,NEFH,NOX4,NR2C2AP,OTOL1,OTUD4,P2RY2,PARVB,PI4KB,PIEZO1,PLEKHG2,PLOD1,PLPPR3,PLXNB1,POLE4,POLR2J,PPM1D,PPM1G,PPP1R16A,PTK2,RAB11FIP3,RBM34,REXO1,RNF145,RNF25,RPSA,SACS,SERF2,SGK3,SHARPIN,SLC39A13,SNAP23,SOX2,SPRY4,SQLE,SSBP2,SUPT3H,SUZ12,TAF3,TAF9,TBC1D10B,TEKT4,TERF2,TM2D1,TNPO1,TRAPPC13,TRAPPC9,TRIP13,TSC2,UBE2H,UBE2T,UPK3BL1,WDR26,WDR73,WWTR1,ZNF236,ZNF277
Nervous*	Thyroid-Glandular	3	369	POLR2A,POLR2J,TBC1D3C
Nervous*	Urinary	12	369	EIF3CL,HIST2H3A,NXT1,POLR2A,POLR2J,RGPD6,RPS17,SCAP,SMN2,TBC1D3C,TBC1D3H,TMED7
Nervous*	Uterus	32	369	ADAR,ATP5I,BCL2L2-PABPN1,EIF3CL,FAM86B1,FBXW11,GPX4,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,LCE1E,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SCAP,SMN2,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,UBE2G2,VCY
Nervous*	Uterus-Glandular	5	369	EIF3CL,HIST2H3A,POLR2J,TBC1D3C,TBC1D3H
Nervous-Glandular	BileDuct-Gastrointestinal	4	20	FAM86B1,NPIPA5,POLR2A,RGPD6
Nervous-Glandular	Bone	10	20	ALG1L,BCL2L2-PABPN1,FAM86B1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Bone-Connective	12	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,POLR2A,RGPD6,RPL21,TBC1D3F
Nervous-Glandular	Breast	14	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Breast*	15	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Breast-Glandular	14	20	BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Breast-Squamous	7	20	LCE1E,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F
Nervous-Glandular	Cervix-Glandular	1	20	POLR2A
Nervous-Glandular	Connective	11	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,NPIPA5,POLR2A,POLR2J,RGPD6,TBC1D3C,TBC1D3H
Nervous-Glandular	Embryonic	1	20	POLR2J
Nervous-Glandular	Embryonic*	2	20	NXT1,POLR2J
Nervous-Glandular	Embryonic-Kidney	1	20	NXT1
Nervous-Glandular	Embryonic-StemCell	1	20	POLR2J
Nervous-Glandular	Epithelium*	15	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Eye-Epithelium	10	20	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,LCE1E,POLR2A,RGPD6,RPL21,TBC1D3F
Nervous-Glandular	Gastrointestinal	14	20	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST2H3D,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Gastrointestinal*	15	20	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Gastrointestinal-Glandular	14	20	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	Glandular*	20	20	ALG1L,ASCL1,BCL2L2-PABPN1,CDK6,FAM49A,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,MYCN,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	HeadandNeck	13	20	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3H
Nervous-Glandular	HeadandNeck*	17	20	ALG1L,BCL2L2-PABPN1,CDK6,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Nervous-Glandular	HeadandNeck-Glandular	9	20	ALG1L,BCL2L2-PABPN1,FAM86B1,LCE1E,NPIPA5,POLR2A,RGPD6,RPL21,TBC1D3F
Nervous-Glandular	HeadandNeck-Squamous	17	20	ALG1L,BCL2L2-PABPN1,CDK6,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
